RegDate,Interested Course Code,Interested Course Name,Course Category,Course Type,Area of Interest,Sub-interest
2024-11-18,NYP-EGDP05,Diploma in Engineering (Mechatronics),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Engineering,Others;Mechatronics
2024-11-18,NYP-EGDP07,Diploma in Engineering (Public Transport Operations),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Technology;Engineering,Human Factor Engineering;Others;Programming & Coding;Mechanical Engineering
2024-11-18,NYP-EGDP07,Diploma in Engineering (Public Transport Operations),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Technology;Engineering,Human Factor Engineering;Others;Programming & Coding;Mechanical Engineering
2024-11-18,NYP-EGEP04,Work-Study Post-Diploma (Specialist Diploma in Biomedical and Pharmaceutical Engineering),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Others;Engineering;Engineering;Engineering;Engineering;Science,Others;Biomedical Manufacturing;Precision Engineering;Regulatory Compliance;Robotics And Automation;Pharmaceutical Sciences
2024-11-18,NYP-EGSP09,Specialist Diploma in Cloud Data Centre Technology and Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Engineering;Technology,Others;Electrical & Electronic Engineering;Cloud Computing
2024-11-18,NYP-EGSP13,Specialist Diploma in Cloud Computing and Intelligent Services Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Technology,Others;Cloud Computing
2024-11-18,NYP-EGSP18,Specialist Diploma in Biomedical & Pharmaceutical Engineering,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Engineering;Engineering;Engineering;Engineering;Science,Others;Biomedical Manufacturing;Precision Engineering;Regulatory Compliance;Robotics And Automation;Pharmaceutical Sciences
2024-11-18,NYP-EGSPA3,Post-Diploma Certificate in Carbon Management for a Sustainable Economy (part of Specialist Diploma in Carbon Management for Sustainability Reporting),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Automotive Technology;Infocomm Technology;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-11-18,NYP-HSAF29,Advanced Diploma in Nursing (Medical-Surgical),(AD) Advanced Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-11-18,NYP-HSAF41,Advanced Diploma in Nursing (Gerontology)-ADGR1,(AD) Advanced Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2024-11-18,NYP-HSAF41,Advanced Diploma in Nursing (Gerontology)-ADGR1,(AD) Advanced Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2024-11-18,NYP-HSAF49,Advanced Diploma in Nursing (Paediatrics)-ADPD1,(AD) Advanced Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2024-11-18,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2024-11-18,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-11-18,NYP-HSSP18,Specialist Diploma in Nursing (Gerontology),(SD) Specialist Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2024-11-18,NYP-ITSP07,Specialist Diploma in Applied Artificial Intelligence,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Artificial Intelligence
2024-11-18,NYP-ITSP07,Specialist Diploma in Applied Artificial Intelligence,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Artificial Intelligence
2024-11-18,NYP-ITSP09,Specialist Diploma in Business & Big Data Analytics,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Technology;Technology,Artificial Intelligence;Data Analytics;Digital Literacy
2024-11-18,NYP-ITSP09,Specialist Diploma in Business & Big Data Analytics,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Technology;Technology,Artificial Intelligence;Data Analytics;Digital Literacy
2024-11-18,NYP-ITSP11,Specialist Diploma in Agile Solutioning & DevSecOps,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Technology;Technology;Technology,Software Development & Quality;Network Technology & Systems;Others;Programming & Coding
2024-11-18,NYP-ITSPA1,Post-Diploma Certificate in Business Analytics (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2024-11-18,NYP-ITSPA1,Post-Diploma Certificate in Business Analytics (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2024-11-18,NYP-ITSPA2,Post-Diploma Certificate in Applied Data Science (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2024-11-18,NYP-ITSPA3,Post-Diploma Certificate in Enterprise Big Data Management  (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2024-11-18,NYP-NYP-CB1264,Advanced HR Analytics – Using Data Modelling to Improve Human Capital Performance,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Data Analytics
2024-11-18,NYP-SI4024_021,"Sell and Earn on TikTok [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-18,NYP-SI4025_017,Digital Entrepreneurship in the Era of Cross-border e-Commerce: Mastering Selling Strategies on Amazon.com [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business,Retail;Ecommerce
2024-11-18,NYP-SI4025_017,Digital Entrepreneurship in the Era of Cross-border e-Commerce: Mastering Selling Strategies on Amazon.com [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business,Retail;Ecommerce
2024-11-18,NYP-SI4025_017,Digital Entrepreneurship in the Era of Cross-border e-Commerce: Mastering Selling Strategies on Amazon.com [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business,Retail;Ecommerce
2024-11-18,NYP-SI4031_005,Getting Started on Shopee (Onboarding),(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-18,NYP-SI4063_001,"Sell and Earn on TikTok [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-18,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Retail
2024-11-18,NYP-SI7065_002,AI Productivity Boost: Unleash Efficiency and Creativity with ChatGPT for Beginnners,(CP) Customised Programme,(NCCC) Non-Certifiable customised Courses,Business,Retail
2024-11-18,NYP-WSCA05_008,Prepare Singapore Heritage Cuisine,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-18,NYP-WSCA05_009,Demonstrate Sous Vide Method,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-18,NYP-WSCC10_012,Fabrication of Meat and Poultry,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-11-18,NYP-WSCC10_019,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-11-18,NYP-WSCC11_803,WSQ Certificate in Food Services (Pastry and Baking),(CC) Certifiable Courses,(WSQFQ) Workforce Skills Qualification (WSQ) Full Qualification,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-18,NYP-WSCD11_006,Financial Planning and Analysis,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-18,NYP-WSCM14_002,Classic French Cuisine,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-11-18,NYP-WSCM15_003,Canapés Party Pleasers,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-11-18,NYP-WSCP29_041,CHESTNUT DELIGHTS,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-11-18,NYP-WSCP31_001,Food Safety Course Level 4,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food,Career Development;Food Technology & Safety;Others
2024-11-18,NYP-WSCP40_003,Strawberry Fraisier,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-11-18,NYP-WSCP40_006,Christmas Fantasy,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-11-18,NYP-WSCP40_009,Introduction to Jelly Art,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-11-18,NYP-WSCP40_010,Baking and Pastry 101,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-18,NYP-WSCP43_001,Sip & Savour: Festive Christmas Beverages,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others;Alcoholic And Non-Alcoholic Beverages
2024-11-18,NYP-WSQD03_028,Emerging Technology (SF - Operations Manager),(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Business,Retail
2024-11-18,NYP-WSQP53_004,Service Excellence (SF - Operations Manager) WSP [Synchronous E-Learning],(WSP) Work-Study Programmes,(WSQ) Workforce Skills Qualification,Business,Retail
2024-11-18,NYP-WSQP53_005,Emerging Technology (SF - Operations Manager) WSP [Synchronous E-Learning],(WSP) Work-Study Programmes,(WSQ) Workforce Skills Qualification,Business,Retail
2024-11-17,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-11-17,NYP-BMDP05,Diploma in Business Practice (Accounting),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Accounting;Others
2024-11-17,NYP-BMDP05,Diploma in Business Practice (Accounting),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Accounting;Others
2024-11-17,NYP-BMEP01,Work -Study Post-Diploma (Specialist Diploma Human Capital Management),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Business,Human Resource
2024-11-17,NYP-BMLP02,Work-Study Certificate (leading to Diploma in Business Practice (Accounting)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-11-17,NYP-BMLP02,Work-Study Certificate (leading to Diploma in Business Practice (Accounting)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-11-17,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2024-11-17,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2024-11-17,NYP-BMSP18,Specialist Diploma in Sport Management & Marketing,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others;Business,Sports & Wellness;Others;Marketing
2024-11-17,NYP-BMSP20,Specialist Diploma in Wholesale & Trade Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Business,Wholesale Trade;Supply Chain Management
2024-11-17,NYP-BMSP21,Specialist Diploma in HR Analytics & Digitalisation,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Business,Data Analytics;Human Resource
2024-11-17,NYP-CB0408,Growing Wealth,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Business;Business,Accounting;Banking & Finance
2024-11-17,NYP-CB1310,Digital Video Production,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2024-11-17,NYP-CB1536,Certificate in Fund Administration,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Banking & Finance
2024-11-17,NYP-CB1536,Certificate in Fund Administration,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Banking & Finance
2024-11-17,NYP-CB1572,Reading Signs and Moving Minds: Personality Analysis for Innovative Negotiation and Conflict Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Business,Branding & Communications;Human Resource
2024-11-17,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2024-11-17,NYP-CB2003,Build Creative Winning Business Strategies,(CC) Certifiable Courses,(CCS) Critical Core Skills,Business;Business,Business Management;Entrepreneurship
2024-11-17,NYP-CB231024,Warehouse and Inventory Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Logistics
2024-11-17,NYP-CB241012,Sustainability Reporting: A Practical Guide and Toolkit for Small and Medium Enterprises,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Accounting
2024-11-17,NYP-CB241012,Sustainability Reporting: A Practical Guide and Toolkit for Small and Medium Enterprises,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Accounting
2024-11-17,NYP-CE1146,Fundamentals of Data Analytics,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Data Analytics
2024-11-17,NYP-CE1150,Introduction to Data Analytics Using Excel,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Data Analytics
